date,Open,High,Low,Final,Volume,Close
2013-09-15,6372,6372,6372,6215,48107,6372
2013-09-16,6463,6463,6463,6267,28106,6463
2013-09-17,6517,6517,6517,6495,122754,6517
2013-09-22,6517,6517,6236,6442,46695,6300
2013-09-23,6301,6520,6301,6454,109134,6400
2013-09-24,6450,6520,6300,6432,39706,6495
2013-09-25,6250,6300,6175,6319,69210,6175
2013-09-28,6400,6400,6067,6164,105551,6090
2013-09-29,5922,6100,5922,6031,95059,5925
2013-09-30,5819,5949,5819,5982,48965,5949
2013-10-01,5888,6159,5880,5974,44815,6159
2013-10-02,6212,6212,6212,6147,97674,6212
2013-10-05,6392,6392,6392,6392,142025,6392
2013-10-06,6647,6647,6300,6586,257074,6647
2013-10-07,6848,6848,6323,6572,88704,6450
2013-10-08,6450,6450,6310,6416,86841,6321
2013-10-09,6390,6390,6163,6351,60374,6244
2013-10-12,6112,6400,6112,6316,103427,6400
2013-10-13,6300,6568,6300,6455,123983,6568
2013-10-14,6500,6500,6240,6424,54355,6350
2013-10-15,6600,6600,6168,6381,31899,6246
2013-10-21,6126,6240,6126,6340,23463,6219
2013-10-22,6110,6449,6087,6266,66954,6210
2013-10-23,6020,6145,6016,6139,83230,6145
2013-10-26,6260,6200,5920,6115,18850,5950
2013-10-27,5881,6000,5881,6103,13006,6000
2013-10-28,6190,6190,5900,6090,21131,5900
2013-10-29,5900,6000,5900,6085,5671,5997
2013-10-30,6155,6155,5922,6068,40568,6100
2013-11-02,6020,6310,5900,6229,105839,6310
2013-11-03,6400,6470,6230,6263,31773,6230
2013-11-04,6252,6418,6051,6225,47286,6198
2013-11-05,6189,6189,5976,6196,20695,5986
2013-11-06,6050,6300,5960,6162,119697,6250
2013-11-09,6295,6350,6281,6197,35738,6329
2013-11-10,6444,6444,6444,6323,68492,6444
2013-11-11,6575,6575,6575,6370,25320,6575
2013-11-12,6624,6624,6624,6618,131040,6624
2013-11-16,6882,6882,6882,6658,20388,6882
2013-11-17,6924,6924,6700,6914,228381,6924
2013-11-18,7190,7190,7190,7190,335004,7190
2013-11-23,7477,7477,7477,7300,51582,7477
2013-11-24,7592,7592,7592,7376,35018,7592
2013-11-25,7671,7671,7671,7430,24540,7671
2013-11-26,7727,7727,7500,7702,239549,7727
2013-11-27,8010,8010,7702,7788,449290,7999
2013-11-30,7850,8000,7700,7836,300092,7758
2013-12-01,7978,7978,7523,7639,112934,7523
2013-12-02,7523,7529,7336,7501,12960889,7500
2013-12-03,7500,7500,7300,7360,126005,7300
2013-12-04,7400,7510,7100,7473,2354952,7220
2013-12-07,7401,7700,7300,7502,4646731,7676
2013-12-08,7699,7802,7699,7640,63676,7802
2013-12-09,7945,7945,7945,7864,98595,7945
2013-12-10,8178,8178,8178,7918,23149,8178
2013-12-11,8234,8234,8234,8234,206301,8234
2013-12-14,8563,8563,8250,8323,1827865,8563
2013-12-15,8655,8655,8655,8406,33672,8655
2013-12-16,8742,8742,8742,8435,11554,8742
2013-12-17,8772,8772,8772,8508,29062,8772
2013-12-18,8848,8848,8848,8533,9864,8848
2013-12-21,8874,8874,8874,8610,30207,8874
2014-01-13,8960,8960,8602,8821,246566,8602
2014-01-14,8469,8469,8469,8628,73552,8469
2014-01-15,8283,8283,8283,8283,154052,8283
2014-01-18,7952,8290,7952,7987,122130,7952
2014-01-20,7668,7668,7668,7915,30150,7668
2014-01-21,7599,7599,7599,7672,103500,7599
2014-01-22,7366,7366,7366,7397,120825,7366
2014-01-25,7102,7360,7102,7105,364345,7102
2014-01-26,6821,6821,6821,6885,103985,6821
2014-01-27,6610,6610,6610,6610,141321,6610
2014-01-28,6346,6874,6346,6423,140188,6610
2014-01-29,6650,6679,6650,6581,82886,6679
2014-02-01,6844,6844,6750,6760,98800,6844
2014-02-02,7030,7030,6550,6963,128026,7030
2014-02-03,7050,7050,6700,6919,61821,6740
2014-02-04,7000,7000,6646,6783,68650,6646
2014-02-05,6512,7054,6512,6807,104618,7054
2014-02-08,7079,7079,7079,7002,96547,7079
2014-02-09,7282,7282,7282,7127,59858,7282
2014-02-10,7412,7412,7412,7253,59640,7412
2014-02-12,7543,7543,7543,7408,71874,7543
2014-02-15,7704,7704,7704,7479,32337,7704
2014-02-16,7740,7770,7180,7618,192623,7589
2014-02-17,7610,7890,7600,7835,166935,7600
2014-02-18,7522,7650,7522,7763,31396,7540
2014-02-19,7526,7950,7526,7827,220026,7827
2014-02-22,8000,8140,8000,8128,565181,8128
2014-02-23,8200,8453,8128,8247,2493508,8247
2014-02-24,8299,8299,7940,8134,296480,8200
2014-02-25,7811,8265,7810,8189,1469212,8190
2014-02-26,8290,8290,7862,8169,18751,7999
2014-03-01,8200,8300,7920,8234,1856886,8234
2014-03-02,8300,8300,7905,8180,84302,7906
2014-03-03,8045,8045,7853,7934,366925,7975
2014-03-04,7934,7934,7617,7827,178906,7850
2014-03-05,7514,8099,7514,7849,14074,7850
2014-03-08,7800,7800,7600,7814,23456,7610
2014-03-09,7969,8000,7502,7750,32872,7600
2014-03-10,7440,7440,7440,7726,10286,7440
2014-03-11,7417,7417,7417,7681,19617,7417
2014-03-12,7500,7650,7374,7644,18186,7377
2014-03-15,7630,7630,7360,7629,7920,7630
2014-03-16,7400,7750,7400,7600,511551,7500
2014-03-17,7849,7849,7300,7602,22119,7500
2014-03-18,7798,7798,7400,7585,20496,7440
2014-03-19,7450,7500,7351,7572,12151,7449
2014-03-25,7383,7750,7383,7589,33798,7750
2014-03-26,7385,7815,7385,7609,25601,7500
2014-03-29,7850,7850,7850,7609,150,7850
2014-03-30,7840,7840,7840,7609,200,7840
2014-03-31,7840,7840,7410,7605,5551,7590
2014-04-05,7351,7691,7351,7584,17741,7590
2014-04-06,7352,7750,7352,7595,28147,7600
2014-04-07,7600,7700,7420,7591,8558,7420
2014-04-08,7360,7894,7360,7658,42501,7894
2014-04-09,7900,7900,7550,7655,45287,7740
2014-04-22,7885,7885,7400,7692,131011,7500
2014-04-23,7385,7630,7385,7657,15595,7389
2014-04-26,7351,7799,7351,7644,16496,7666
2014-04-27,7339,7949,7339,7620,32764,7400
2014-04-28,7320,7449,7320,7511,52775,7330
2014-04-29,7550,7550,7211,7299,159703,7300
2014-04-30,7211,7580,7008,7298,1133,7580
2014-05-03,7320,7320,7007,7280,8740,7007
2014-05-04,6989,7120,6989,7235,25336,7120
2014-05-05,7241,7329,6946,6968,262006,7199
2014-05-06,6696,7200,6696,6997,19584,7180
2014-05-07,6800,7276,6800,7067,38938,7276
2014-05-10,7200,7299,7200,7073,5061,7290
2014-05-11,7190,7355,7190,7111,25436,7355
2014-05-12,7395,7395,7395,7365,120000,7395
2014-05-14,7395,7455,7395,7367,10450,7455
2014-05-17,7073,7661,7073,7130,499459,7661
2014-05-18,7414,7415,7300,7195,31250,7415
2014-05-19,7480,7480,7478,7219,11145,7480
2014-05-20,7300,7507,7300,7262,27737,7507
2014-05-21,7552,7552,7552,7265,1507,7552
2014-05-24,7555,7555,7000,7286,11584,7060
2014-05-25,7549,7577,7200,7385,54721,7500
2014-05-26,7385,7385,7385,7385,9631,7385
2014-05-28,7101,7190,7090,7378,4058,7190
2014-05-31,7300,7300,7249,7370,12001,7249
2014-06-01,7084,7100,7083,7362,3680,7083
2014-06-02,7200,7656,7200,7462,60337,7656
2014-06-03,7655,7760,7201,7454,9535,7201
2014-06-07,7201,7752,7201,7529,57349,7500
2014-06-08,7400,7600,7400,7528,1300,7600
2014-06-09,7450,7829,7450,7615,41592,7829
2014-06-10,7919,7919,7919,7804,83532,7919
2014-06-11,8000,8116,7500,7900,52488,8000
2014-06-14,8000,8216,8000,8051,64842,8216
2014-06-15,8373,8373,8373,8097,19156,8373
2014-06-16,8420,8420,8420,8283,77546,8420
2014-06-17,8612,8614,8612,8297,5645,8614
2014-06-18,8628,8628,8628,8394,39242,8628
2014-06-21,8729,8729,8729,8413,7445,8729
2014-06-22,8749,8749,8749,8470,22698,8749
2014-06-23,8614,8808,8135,8468,10392,8135
2014-06-24,8130,8600,8130,8440,21912,8600
2014-06-25,8151,8151,8111,8433,2956,8111
2014-06-28,8097,8110,8097,8417,6507,8110
2014-06-29,8081,8081,8081,8257,64190,8081
2014-06-30,8499,8587,8259,8378,62348,8587
2014-07-01,8470,8713,8043,8423,67458,8713
2014-07-02,8423,8500,8423,8424,2900,8500
2014-07-05,8151,8724,8150,8365,39923,8160
2014-07-08,8160,8170,8160,8360,3357,8165
2014-07-09,8061,8063,8061,8346,6500,8063
2014-07-12,8069,8121,8069,8335,5877,8100
2014-07-13,8002,8005,8002,8312,9131,8005
2014-07-14,7981,7981,7981,8287,10000,7981
2014-07-15,8200,8200,8200,8287,122,8200
2014-07-16,7956,8200,7956,8230,28900,7956
2014-07-20,8230,8230,8230,8230,1000,8230
2014-07-21,8234,8559,8234,8260,22545,8559
2014-08-02,8480,8480,7930,8047,89111,7999
2014-08-03,7733,7733,7730,7994,22813,7730
2014-08-04,7675,7675,7675,7863,55076,7675
2014-08-05,7549,8000,7549,7853,4118,8000
2014-08-06,8167,8167,8125,7884,13257,8145
2014-08-09,7570,7570,7570,7884,200,7570
2014-08-10,7570,7570,7570,7856,12117,7570
2014-08-13,8160,8170,7900,7939,39121,8170
2014-08-17,7622,7622,7622,7933,2383,7622
2014-08-18,7770,7770,7770,7933,400,7770
2014-08-24,7777,7777,7777,7931,2000,7777
2014-08-25,7790,7790,7790,7930,1000,7790
2014-08-27,7900,7900,7900,7930,350,7900
2014-08-30,7614,7614,7613,7890,17080,7613
2014-09-02,7575,7575,7575,7889,400,7575
2014-09-03,8200,8204,8190,7963,32042,8200
2014-09-06,7646,7646,7646,7959,1660,7646
2014-09-07,8200,8200,7900,7961,2000,8000
2014-09-08,8000,8000,7652,7961,2134,7990
2014-09-09,8010,8277,8010,8015,28240,8276
2014-09-13,8276,8335,8276,8047,13961,8335
2014-09-14,8299,8368,8299,8064,8330,8368
2014-09-15,8386,8386,8386,8065,564,8386
2014-09-16,8360,8387,8360,8136,29650,8387
2014-09-17,8160,8460,8150,8138,3698,8460
2014-09-20,8400,8463,7813,8140,26586,7813
2014-09-21,8141,8450,8141,8191,56100,8160
2015-01-20,7990,7990,7990,8191,130,7990
2015-01-24,7864,7864,7864,8107,34400,7864
2015-01-25,7783,7783,7783,7892,88980,7783
2015-01-26,7577,7577,7577,7874,7663,7577
2015-01-27,7577,7577,7560,7662,90636,7560
2015-01-31,7550,7666,7550,7662,3836,7660
2015-02-01,7370,7370,7370,7432,106004,7370
2015-02-02,7135,7135,7135,7135,136071,7135
2015-02-03,6860,7420,6860,7116,25868,7420
2015-02-04,6851,7010,6851,7112,5014,7001
2015-02-07,7013,7013,7013,7112,610,7013
2015-02-08,7396,7396,7396,7115,1500,7396
2015-02-09,6900,6900,6900,7115,170,6900
2015-02-14,6903,6903,6901,7113,1010,6901
2015-02-15,6901,7110,6901,7112,2150,7110
2015-02-16,7110,7111,7110,7112,3292,7111
2015-02-18,7001,7396,7001,7137,11798,7396
2015-02-21,7420,7420,7420,7138,250,7420
2015-02-22,7420,7420,7011,7128,5796,7011
2015-02-24,7300,7300,7300,7133,2160,7300
2015-02-25,7000,7000,6967,7091,20000,6967
2015-03-02,7330,7338,7330,7095,1300,7338
2015-03-03,6999,7378,6999,7113,6241,7378
2015-03-04,7000,7000,7000,7113,103,7000
2015-03-07,7100,7100,7000,7112,1500,7000
2015-03-08,6951,6951,6951,7097,6622,6951
2015-03-10,7000,7000,6951,7076,10147,6951
2015-03-11,7000,7200,7000,7077,552,7200
2015-03-14,7077,7077,6982,7076,548,6982
2015-03-15,7000,7000,7000,7075,1310,7000
2015-03-16,7000,7355,7000,7077,900,7355
2015-03-17,7350,7350,7350,7077,2,7350
2015-03-25,7100,7100,7100,7077,120,7100
2015-03-29,7360,7360,7360,7089,3011,7360
2015-03-30,7006,7006,6806,6823,200000,6806
2015-03-31,6560,6600,6560,6818,1500,6600
2015-04-04,7090,7090,7090,6847,7897,7090
2015-04-05,7100,7110,7022,6880,9837,7110
2015-04-06,7010,7110,7010,6888,4150,7110
2015-04-08,7100,7100,7100,6892,1380,7100
2015-04-11,7100,7100,6823,6894,1259,7099
2015-04-12,7100,7100,6650,6873,39692,6650
2015-04-13,6649,7089,6649,6879,3751,7089
2015-04-25,6460,6460,6460,6728,149,6460
2015-04-26,6605,6605,6605,6728,45,6605
2015-04-27,6605,6605,6605,6724,2200,6605
2015-04-28,6704,6704,6704,6723,5400,6704
2015-04-29,6501,6823,6501,6723,950,6823
2015-05-03,6989,6989,6800,6725,780,6800
2015-05-04,6750,6750,6750,6725,323,6750
2015-05-05,6790,6800,6790,6726,1226,6800
2015-05-06,6887,6995,6780,6751,9972,6780
2015-05-11,6575,6998,6500,6742,9278,6998
2015-05-12,6501,6700,6501,6742,193,6700
2015-05-13,7000,7000,6709,6748,2500,7000
2015-05-18,7000,7000,7000,6749,170,7000
2015-05-19,6750,7018,6750,6751,59814,7018
2015-05-23,6700,6700,6700,6751,236,6700
2015-05-24,6500,6550,6414,6494,215868,6550
2015-05-30,6300,6300,6300,6491,1000,6300
2015-06-01,6352,6352,6352,6490,500,6352
2015-06-06,6814,6814,6814,6593,24561,6814
2015-06-07,6922,6922,6922,6614,5000,6922
2015-06-08,6290,6614,6284,6608,3371,6614
2015-06-09,6938,6938,6350,6627,6006,6938
2015-06-14,6958,6958,6958,6633,1434,6958
2015-06-17,6302,6302,6302,6629,800,6302
2015-06-22,6500,6959,6500,6632,3200,6900
2015-06-24,6959,6959,6954,6634,389,6954
2015-07-01,6958,6958,6750,6637,1000,6750
2015-07-04,6600,6968,6600,6672,15718,6968
2015-07-05,6607,6940,6607,6675,1150,6940
2015-07-06,6615,6615,6615,6674,1800,6615
2015-07-07,6651,6651,6621,6672,5745,6621
2015-07-12,6621,6623,6621,6670,2405,6623
2015-07-13,7003,7003,7003,6671,145,7003
2015-07-14,7000,7000,6624,6892,55898,7000
2015-07-22,6800,6800,6800,6892,200,6800
2015-07-25,6800,6800,6800,6891,403,6800
2015-08-02,6800,7235,6800,6911,4384,7235
2015-08-03,7000,7255,7000,6936,5643,7255
2015-08-04,7000,7000,6801,6934,3981,6801
2015-08-05,7000,7000,7000,6936,1932,7000
2015-08-15,6997,7000,6940,6938,2260,6940
2015-08-16,6936,6936,6936,6938,240,6936
2015-08-18,7150,7250,7150,6949,2647,7250
2015-08-22,7296,7296,7296,7132,38000,7296
2015-08-23,7488,7488,7488,7334,40850,7488
2015-08-24,7700,7700,7700,7417,16276,7700
2015-08-25,7787,7787,7787,7456,7664,7787
2015-08-26,7828,7828,7828,7535,15240,7828
2015-08-29,7911,7911,7800,7569,7058,7800
2015-08-30,7800,7910,7800,7614,12913,7910
2015-08-31,7750,7750,7750,7624,4820,7750
2015-09-01,7908,8005,7908,7685,11583,8005
2015-09-02,8069,8069,8069,7698,2352,8069
2015-09-05,8082,8082,8082,7700,336,8082
2015-09-06,8085,8085,8085,7723,4100,8085
2015-09-07,8109,8109,8109,7741,3200,8109
2015-09-08,8128,8128,8128,7753,2000,8128
2015-09-09,8140,8140,8140,7776,4000,8140
2015-09-12,8164,8164,8164,7782,1000,8164
2015-09-13,8171,8171,8171,7794,2000,8171
2015-09-15,8183,8183,8183,7806,2083,8183
2015-09-16,8196,8196,8196,7812,1000,8196
2015-09-19,8202,8202,8202,7822,1700,8202
2015-09-20,8213,8213,8213,7842,3401,8213
2015-09-21,8234,8234,8234,7933,15570,8234
2015-09-22,8329,8329,8329,7951,3001,8329
2015-09-23,8348,8348,8348,7963,2000,8348
2015-09-26,8361,8361,8361,7969,1000,8361
2015-09-27,8367,8367,8367,8005,6100,8367
2015-09-28,8405,8405,8405,8029,4000,8405
2015-09-29,8430,8430,8430,8042,2150,8430
2015-09-30,8444,8444,8444,8056,2420,8444
2015-10-03,8458,8458,8458,8064,1400,8458
2015-10-04,8467,8467,8467,8077,2130,8467
2015-10-05,8480,8480,8480,8079,380,8480
2015-10-06,8482,8482,8482,8080,146,8482
2015-10-07,8484,8484,8484,8128,8012,8484
2015-10-10,8534,8534,8534,8135,1100,8534
2015-10-11,8541,8541,8541,8136,150,8541
2015-10-12,8542,8542,8542,8139,506,8542
2015-10-13,8545,8545,8545,8145,1000,8545
2015-10-14,8552,8552,8552,8157,2000,8552
2015-10-18,8564,8564,8564,8172,2420,8564
2015-10-19,8580,8580,8580,8184,1916,8580
2015-10-20,8593,8593,8593,8202,3000,8593
2015-10-21,8612,8612,8612,8259,9347,8612
2015-10-25,8671,8671,8671,8382,20000,8671
2015-10-26,8801,8801,8801,8513,21000,8801
2015-10-27,8938,8938,8938,8808,46595,8938
2015-10-28,9248,9248,9248,9194,59000,9248
2015-10-31,9653,9653,9653,9230,5200,9653
2015-11-01,9691,9691,9691,9232,267,9691
2015-11-03,9693,9693,9693,9275,6244,9693
2015-11-04,9738,9738,9738,9289,2000,9738
2015-11-09,9753,9753,9753,9469,26000,9753
2015-11-10,9942,9942,9942,9490,3000,9942
2015-11-11,9964,9964,9964,9647,22300,9964
2015-11-14,10129,10129,10129,9665,2574,10129
2015-11-15,10148,10148,10148,10148,80262,10148
2015-11-16,10655,10655,10655,10181,4420,10655
2015-11-17,10690,10690,10690,10337,20531,10690
2015-11-23,13624,13624,13000,13218,198728,13000
2015-11-24,12558,12558,12558,12857,36773,12558
2015-11-25,12215,12215,12215,12852,500,12215
2015-11-28,12210,12210,12210,12822,3100,12210
2015-11-29,12181,12181,12181,12810,1300,12181
2015-11-30,12170,12170,12170,12799,1200,12170
2015-12-01,12160,12160,12160,12797,200,12160
2015-12-05,12158,12158,12158,12782,1600,12158
2015-12-06,12143,12143,12143,12777,500,12143
2015-12-07,12139,12139,12139,12748,3016,12139
2015-12-08,12111,12111,12111,12745,355,12111
2015-12-09,12108,12108,12108,12717,3000,12108
2015-12-13,12082,12082,12082,12693,2550,12082
2015-12-14,12059,12059,12059,12663,3176,12059
2015-12-15,12030,12030,12030,12644,2000,12030
2015-12-19,12012,12012,12012,12615,3100,12012
2015-12-20,11985,11985,11985,12051,60200,11985
2015-12-21,11449,11449,11449,12043,900,11449
2015-12-27,11441,11441,11441,12037,688,11441
2016-01-02,11436,12638,11436,12088,95223,12638
2016-01-03,12692,12692,12692,12362,30458,12692
2016-01-04,12950,12950,11900,12555,49806,12550
2016-01-05,12789,12789,11928,12382,20205,11928
2016-01-06,11765,12100,11763,12137,28367,11763
2016-01-09,11531,11531,11531,11944,21402,11531
2016-01-10,11347,11347,11347,11820,13968,11347
2016-01-11,11229,12339,11229,11730,16595,11229
2016-01-12,11200,12050,11144,11556,38481,11144
2016-01-27,5514,5514,5514,5256,2229,5514
2016-01-31,5518,5518,5518,5289,18649,5518
2016-02-01,5553,5553,5553,5289,44,5553
2016-02-02,5553,5553,5553,5289,100,5553
2016-02-06,5553,5553,5553,5289,50,5553
2016-02-07,5553,5553,5553,5302,7212,5553
2016-02-08,5567,5567,5567,5307,2528,5567
2016-02-09,5572,5572,5572,5311,2032,5572
2016-02-13,5576,5576,5576,5311,120,5576
2016-02-14,5576,5576,5576,5342,17426,5576
2016-02-15,5609,5609,5609,5342,50,5609
2016-02-22,6510,6835,6510,6564,15717,6835
2016-02-23,6892,6892,6892,6564,1,6892
2016-02-28,6892,6892,6892,6565,400,6892
2016-02-29,6893,6893,6893,6565,9,6893
2016-03-01,6893,6893,6893,6578,5845,6893
2016-03-02,6906,6906,6906,6584,2797,6906
2016-03-14,6598,6598,6598,6364,37436,6598
2016-03-15,6682,6682,6682,6396,14842,6682
2016-03-16,6715,6715,6715,6452,26176,6715
2016-03-26,6774,6774,6774,6459,3202,6774
2016-03-27,6781,6781,6781,6459,1,6781
2016-03-28,6781,6781,6781,6468,4000,6781
2016-03-29,6791,6791,6791,6665,90100,6791
2016-03-30,6998,6998,6998,6704,17210,6998
2016-04-02,7039,7039,7039,6706,688,7039
2016-04-03,7041,7041,7041,6707,240,7041
2016-04-04,7042,7042,7042,6772,28841,7042
2016-04-05,7110,7110,7110,6773,260,7110
2016-04-06,7111,7111,7111,6833,26415,7111
2016-04-09,7174,7174,7174,6834,530,7174
2016-04-10,7175,7175,7175,6836,1079,7175
2016-04-11,7177,7177,7177,6852,7020,7177
2016-04-12,7194,7194,7194,6853,252,7194
2016-04-13,7195,7195,7195,6857,1649,7195
2016-04-16,7199,7199,7199,6862,2367,7199
2016-04-17,7205,7205,7205,6864,900,7205
2016-04-18,7207,7207,7207,6865,269,7207
2016-05-01,8083,8485,8083,8170,10401,8485
2016-05-02,8578,8578,8578,8176,2000,8578
2016-05-03,8584,8584,8584,8228,18831,8584
2016-05-04,8639,8639,8639,8306,28222,8639
2016-05-07,8721,8721,8721,8355,17562,8721
2016-05-08,8772,8772,8772,8377,7709,8772
2016-05-09,8795,8795,8795,8384,2400,8795
2016-05-10,8803,8803,8803,8396,4106,8803
2016-05-11,8815,8815,8815,8439,15342,8815
2016-05-14,8860,8860,8860,8552,39608,8860
2016-05-15,8979,8979,8979,8553,250,8979
2016-05-17,8980,8980,8980,8553,1,8980
2016-05-18,8980,8980,8980,8642,30880,8980
2016-05-21,9074,9074,9074,8646,1390,9074
2016-05-23,9078,9078,9078,8978,113691,9078
2016-05-24,9426,9426,9426,9112,44134,9426
2016-05-25,9567,9567,9567,9129,5500,9567
2016-05-28,9585,9585,9585,9133,1200,9585
2016-05-29,9589,9589,9589,9151,5765,9589
2016-05-30,9608,9608,9608,9158,2200,9608
2016-05-31,9615,9615,9615,9238,25757,9615
2016-06-21,5806,5806,5806,5530,201,5806
2016-06-22,5806,5806,5806,5531,570,5806
2016-06-25,5807,5807,5807,5531,1,5807
2016-06-26,5807,5807,5807,5531,1,5807
2016-06-28,5807,5807,5807,5531,1,5807
2016-06-29,5807,5807,5807,5531,1,5807
2016-07-02,5807,5807,5807,5531,1,5807
2016-07-03,5807,5807,5807,5543,11772,5807
2016-07-04,5820,5820,5820,5545,2001,5820
2016-07-05,6099,6403,6099,6384,2769,6403
2016-07-09,6703,6703,6703,6384,1,6703
2016-07-10,6703,6703,6703,6384,1,6703
2016-07-11,6703,6703,6703,6384,177,6703
2016-07-12,6703,6703,6703,6384,1,6703
2016-07-13,6703,6703,6703,6384,1,6703
2016-07-16,6703,6703,6703,6384,1,6703
2016-07-17,6703,6703,6703,6384,1,6703
2016-07-18,6703,6703,6703,6384,1,6703
2016-07-19,7022,7373,7022,7307,1070,7373
2016-07-20,7672,7672,7672,7307,1,7672
2016-08-01,9412,9882,9412,9698,111278,9882
2016-08-02,10182,10182,10182,9707,5200,10182
2016-08-03,10192,10192,10192,9715,2025,10192
2016-08-06,10200,10200,10200,9717,1001,10200
2016-08-07,10202,10202,10202,9758,22630,10202
2016-08-08,10245,10245,10245,9763,2910,10245
2016-08-09,10251,10251,10251,9872,60001,10251
2016-08-13,10365,10365,10365,9874,1064,10365
2016-08-14,10367,10367,10367,9875,351,10367
2016-08-15,10368,10368,10368,9890,8400,10368
2016-08-16,10384,10384,10384,9924,18462,10384
2016-08-17,10420,10420,10420,9924,100,10420
2016-08-20,10420,10420,10420,9929,2755,10420
2016-08-21,10425,10425,10425,9938,5001,10425
2016-08-22,10434,10434,10434,9960,12170,10434
2016-08-23,10458,10458,10458,9964,2263,10458
2016-08-24,10462,10462,10462,9970,3000,10462
2016-08-28,10468,10468,10468,9970,1,10468
2016-08-29,10468,10468,10468,9970,1,10468
2016-08-30,10468,10468,10468,9987,9028,10468
2016-08-31,10486,10486,10486,9989,1220,10486
2016-09-03,10488,10488,10488,9991,1037,10488
2016-09-04,10490,10490,10490,9996,2756,10490
2016-09-05,10495,10495,10495,9997,500,10495
2016-09-06,10496,10496,10496,9997,22,10496
2016-09-07,10496,10496,10496,9997,4,10496
2016-09-11,10496,10496,10496,10000,1460,10496
2016-09-18,13870,13870,13177,13489,202212,13177
2016-09-19,12832,14163,12832,13774,231080,14163
2016-09-21,14462,14462,14462,14018,95138,14462
2016-09-24,14718,14718,14718,14127,41833,14718
2016-09-25,14833,14833,14833,14237,41901,14833
2016-09-26,14948,14948,14948,14237,6,14948
2016-09-27,14948,14948,14948,14237,81,14948
2016-09-28,14948,14948,14948,14246,3384,14948
2016-10-01,14958,14958,14958,14332,32339,14958
2016-10-02,15048,15048,15048,14448,43542,15048
2016-10-03,15170,15170,15170,14449,187,15170
2016-10-04,15171,15171,15171,14467,6554,15171
2016-10-05,15190,15190,15190,14471,1649,15190
2016-10-08,15194,15194,15194,14699,84758,15194
2016-10-09,15433,15433,15429,15039,124645,15433
2016-10-10,15790,15790,15790,15072,11896,15790
2016-10-15,15825,15825,15825,15074,685,15825
2016-10-16,15827,15827,15827,15075,191,15827
2016-10-17,15828,15828,15828,15220,51699,15828
2016-10-18,15981,15981,15981,15227,2592,15981
2016-10-19,15988,15988,15988,15232,1940,15988
2016-10-22,15993,15993,15993,15264,11334,15993
2016-10-23,16027,16027,16027,15274,3634,16027
2016-10-24,16037,16037,16037,15276,588,16037
2016-10-25,16039,16039,16039,15310,11997,16039
2016-10-26,16075,16075,16075,15312,784,16075
2016-10-29,16077,16077,16077,15318,2178,16077
2016-10-30,16083,16083,16083,15325,2454,16083
2016-10-31,16091,16091,16091,15330,1857,16091
2016-11-01,16096,16096,16096,15337,2441,16096
2016-11-02,16103,16103,16103,15344,2298,16103
2016-11-05,16111,16111,16111,15356,4117,16111
2016-11-06,16123,16123,16123,15365,3286,16123
2016-11-07,16133,16133,16133,15395,10536,16133
2016-11-08,16164,16164,16164,15401,2043,16164
2016-11-09,16171,16171,16171,15464,22101,16171
2016-11-12,16237,16237,16237,15469,1775,16237
2016-11-13,16242,16242,16242,15548,27324,16242
2016-11-14,16325,16325,16325,15548,20,16325
2016-11-15,16325,16325,16325,15548,40,16325
2016-11-19,16325,16325,16325,15604,19501,16325
2016-11-21,16384,16384,16384,15624,6930,16384
2016-11-22,16405,16405,16405,15625,245,16405
2016-11-23,16406,16406,16406,15670,15400,16406
2016-11-27,16453,16453,16453,15684,4814,16453
2016-11-29,16468,16468,16468,15699,5250,16468
2016-12-03,16483,16483,16483,15725,9000,16483
2016-12-04,16511,16511,16511,15725,4,16511
2016-12-05,16511,16511,16453,16510,1275798,16510
2017-01-30,17789,18000,16900,17320,1020124,16900
2017-01-31,16501,17499,16454,16491,1597386,16454
2017-02-01,15667,15667,15667,15667,288783,15667
2017-02-04,14884,16450,14884,16322,1227863,16450
2017-02-05,16790,17100,16000,16975,764696,16400
2017-02-06,16900,16989,16201,16812,93728,16590
2017-02-07,16840,16840,15972,16342,158908,16094
2017-02-08,16660,16660,15525,16045,111660,15525
2017-02-11,15301,15980,15243,15583,166733,15250
2017-02-12,15670,15690,14804,15361,78550,14804
2017-02-13,14600,15137,14600,15209,96677,15000
2017-02-14,15150,15246,14800,15143,58058,14950
2017-02-15,15300,15300,14386,14600,357282,14386
2017-02-18,14380,14498,13908,14554,24621,14200
2017-02-19,14600,14600,13827,14234,121947,13827
2017-02-20,13850,14198,13569,14157,55033,13998
2017-02-21,14183,14183,13470,13852,144307,13988
2017-02-22,13500,13899,13227,13796,46212,13899
2017-02-25,13992,14176,13750,13824,59231,14133
2017-02-26,13600,14515,13600,14077,134775,14515
2017-02-27,14770,14780,14202,14156,31056,14780
2017-02-28,14863,14863,14781,14862,269457,14863
2017-03-01,15300,15605,15000,15282,154667,15600
2017-03-04,15980,15980,14900,15283,26996,15003
2017-03-05,14780,15300,14519,15107,67208,14630
2017-03-06,14999,15000,14600,15104,1788,14695
2017-03-07,14450,15000,14349,14809,113353,15000
2017-03-08,14086,14900,14086,14809,16203,14860
2017-03-11,15280,15280,14185,14782,19147,14250
2017-03-12,14785,14800,14128,14755,68637,14800
2017-03-13,15089,15167,14255,14769,12632,15167
